Date,Close,Open,High,Low,Volume
2025-09-12 14:01:07.216824,491.47803629101645,489.4257897557299,491.47803629101645,483.48249106476845,92660
2025-09-15 14:01:07.216824,487.7632662981023,488.02490268098296,488.09620299980634,486.68547364253646,325391
2025-09-16 14:01:07.216824,499.3209607596784,500.44097476548524,505.9474272287455,486.7474457098804,371669
2025-09-17 14:01:07.216824,505.679819074422,505.38192988756873,512.7574516648707,505.38192988756873,86833
2025-09-18 14:01:07.216824,502.9096823822251,500.5001008088708,504.2454226138438,500.5001008088708,61540
2025-09-19 14:01:07.216824,509.74165700849693,511.69650963236126,518.2907326494363,506.35152668161726,116175
2025-09-22 14:01:07.216824,492.9535273898613,491.26812541181675,499.0605892088491,487.3181001119865,209183
2025-09-23 14:01:07.216824,508.3350977709517,511.09473972513615,513.661101606089,503.5509038632432,121205
2025-09-24 14:01:07.216824,511.552510591797,513.3079414737585,518.1638414866723,507.74883680309927,31803
2025-09-25 14:01:07.216824,518.0026201200959,520.9331030784381,523.4909476466842,509.0515384972249,104125
2025-09-26 14:01:07.216824,538.7200850241103,542.0563127429673,548.1491769931646,530.4845220046725,163955
2025-09-29 14:01:07.216824,542.3859939949426,540.3250634274457,547.7968898096641,535.1619465382015,374038
2025-09-30 14:01:07.216824,535.3881690858933,538.8931202177707,542.943693169307,528.1216752903406,429974
2025-10-01 14:01:07.216824,530.2636400939904,527.8900699595429,534.9137638687505,522.8789128680042,415330
2025-10-02 14:01:07.216824,546.6266193556802,550.7158791077477,551.4600034064997,542.3856530349094,245204
2025-10-03 14:01:07.216824,552.6813395832012,551.031037251524,556.4753516795671,547.7666421688352,108001
2025-10-06 14:01:07.216824,530.1653073957917,530.3119096777489,531.4295932942554,520.6953654313511,320413
2025-10-07 14:01:07.216824,545.5322482982837,548.0136464296869,551.6414656987068,536.2201330820786,40266
2025-10-08 14:01:07.216824,541.9867595785436,542.9368389754444,542.9368389754444,540.3750130158899,318252
2025-10-09 14:01:07.216824,558.5413597567381,557.6571688326774,566.0244702143347,554.2481056941796,181196
2025-10-10 14:01:07.216824,556.0102766041932,555.0008962995029,563.6317690292324,551.7477283024099,86510
2025-10-13 14:01:07.216824,559.0972525363003,560.63728337769,562.3847449563146,550.4176031189131,145291
2025-10-14 14:01:07.216824,564.5835871266551,560.7478575356563,568.1000165314302,558.2553523217423,356779
2025-10-15 14:01:07.216824,559.7831631877368,561.9347716060553,564.8763711775289,554.211385180819,19694
2025-10-16 14:01:07.216824,549.6179104006923,551.1799603346316,552.6889518052153,540.6510005470417,143156
2025-10-17 14:01:07.216824,543.3118273510794,545.623298703598,549.4675099447268,538.7997449760892,270445
2025-10-20 14:01:07.216824,545.5314969499523,545.6025195976258,553.1165982529476,539.2081971856164,458310
2025-10-21 14:01:07.216824,532.2585805526553,535.0940128288996,542.0991861540246,523.336413260246,285472
2025-10-22 14:01:07.216824,537.0068428671221,537.3106444883333,542.354506182017,531.9404675675678,41712
2025-10-23 14:01:07.216824,529.4186988840603,525.5055764251651,533.2747410357116,525.5055764251651,473173
2025-10-24 14:01:07.216824,523.0187661283422,520.5138089896799,530.6756351729792,515.1714980555672,159038
2025-10-27 14:01:07.216824,525.6589494339362,527.1876016327033,534.9196851959974,519.1922059088671,434097
2025-10-28 14:01:07.216824,521.7346128043376,523.343587821454,526.7868797352721,512.4500582512132,95847
2025-10-29 14:01:07.216824,519.5903739452388,519.8141499811496,522.4292595187719,517.2329812019691,392536
2025-10-30 14:01:07.216824,503.8083162961886,504.8283898509388,509.6945551411991,498.4874799507151,163454
2025-10-31 14:01:07.216824,524.6456168103035,523.7944402111817,530.5125060763799,517.1405449350036,178000
2025-11-03 14:01:07.216824,514.6000814489713,515.6755088118001,520.7826642468864,509.3879772783608,32731
2025-11-04 14:01:07.216824,502.5837513983573,500.5871123437742,509.27433444132697,497.690195974004,248357
2025-11-05 14:01:07.216824,513.133221823338,510.05632310576925,522.3976079444654,510.05632310576925,305147
2025-11-06 14:01:07.216824,508.7473864080267,506.4359492171552,513.3084654358597,501.51805639252154,348456
2025-11-07 14:01:07.216824,501.3450864359569,500.98554088374414,507.3774736681936,494.13381889696666,460633
2025-11-10 14:01:07.216824,505.03027083221696,502.67030664109865,515.2274490298844,502.44011149446584,254152
2025-11-11 14:01:07.216824,495.6687809219964,494.2249045591083,498.53448619763526,489.6144443938517,45092
2025-11-12 14:01:07.216824,510.73863396298293,507.91796090926715,514.1186679433982,503.42062102523613,46601
2025-11-13 14:01:07.216824,509.11813541253804,510.0438934515498,514.3257850235876,505.11650139379356,168117
2025-11-14 14:01:07.216824,504.58815799956847,506.3758522533417,514.6056230187659,494.86843960894186,463127
2025-11-17 14:01:07.216824,489.20008841077737,490.2836567558549,494.96651911457906,485.05913125851816,279675
2025-11-18 14:01:07.216824,484.8565276749049,483.4869365563219,490.1488227670497,480.65024324723714,33506
2025-11-19 14:01:07.216824,486.12904206616423,485.25400265480044,492.46443042870067,482.3579436196128,175645
2025-11-20 14:01:07.216824,489.59091647695635,490.06266180156905,495.49199948970056,480.90668678995684,406794
2025-11-21 14:01:07.216824,498.68785478679405,498.9822685228829,503.72040397413883,493.4844410568738,247909
2025-11-24 14:01:07.216824,506.0386634047531,501.90964710120176,506.0386634047531,497.7577200674733,82093
2025-11-25 14:01:07.216824,505.6930884223406,509.76561886427004,512.4126735728987,502.0366601625839,487258
2025-11-26 14:01:07.216824,518.1636276855347,516.4783381581668,519.6687800206614,511.75999512971475,490551
2025-11-27 14:01:07.216824,520.0811106901139,519.2507555204243,522.6280895347347,515.4064670233143,380633
2025-11-28 14:01:07.216824,518.526060117498,516.0270576969402,521.831593377719,515.5046565502806,488486
2025-12-01 14:01:07.216824,535.9566138308622,534.4771543707777,541.4314268667819,530.2014406661494,489138
2025-12-02 14:01:07.216824,546.3421953579713,545.3834048666386,551.5749315232363,542.3506709621206,26437
2025-12-03 14:01:07.216824,563.6304474094776,566.057331886795,567.9317886011617,556.493518347032,55796
2025-12-04 14:01:07.216824,562.6670979617676,562.9832641693055,565.4588254763348,556.2005101018667,202663
2025-12-05 14:01:07.216824,552.6712437114755,548.3027140273546,555.6812110850117,545.9212567441514,150010
2025-12-08 14:01:07.216824,546.831416439819,545.1846723624606,551.4741888005885,538.2251914793479,370995
2025-12-09 14:01:07.216824,538.9335110007394,539.7531494560116,545.5483538814881,534.8391920792224,470796
2025-12-10 14:01:07.216824,547.1387304519092,542.4980158658421,547.1387304519092,540.2758887799755,62672
2025-12-11 14:01:07.216824,545.6058368300467,544.6970184178917,547.6292750493703,537.7335538192601,360040
2025-12-12 14:01:07.216824,541.3633177106985,538.5693325453196,546.9643864229503,535.5049385595605,159636
2025-12-15 14:01:07.216824,534.8494627207165,540.0384846341342,543.2094160122875,528.2854843217516,394605
2025-12-16 14:01:07.216824,527.0684895274795,522.9608859416666,535.27613831847,520.7198700160368,81866
2025-12-17 14:01:07.216824,530.9354624688659,534.0306530661478,539.1643391495762,526.8893405370586,102478
2025-12-18 14:01:07.216824,524.4303732626156,522.5729798684772,533.1712849378183,517.1935392148505,440813
2025-12-19 14:01:07.216824,510.07147592772975,508.2446998585984,516.9982851129776,508.1181092712873,74856
2025-12-22 14:01:07.216824,530.5171050467178,531.0972084087512,533.2199919376092,523.7403975126775,135586
2025-12-23 14:01:07.216824,526.79311377802,530.7906281582075,531.6409765296268,520.518591532019,382908
2025-12-24 14:01:07.216824,506.0593729119468,508.6124591159992,511.79307102548154,500.40955517755935,72656
2025-12-25 14:01:07.216824,493.8834974070651,494.2808063714118,497.46760029358086,487.0067849254364,203551
2025-12-26 14:01:07.216824,500.39927633910077,501.9911703150786,504.8153941686535,496.8720482358206,233852
2025-12-29 14:01:07.216824,497.981471242605,490.9547446244574,502.7011158457973,489.77645733214314,278181
2025-12-30 14:01:07.216824,493.704324165111,490.5871676952545,497.94656867814047,488.00211476427626,355798
2025-12-31 14:01:07.216824,486.65576797945465,483.73219876690445,494.2003217170011,482.9018636482399,247606
2026-01-01 14:01:07.216824,491.25367944834466,491.65136930809206,496.9569204696151,485.0813022380726,221881
2026-01-02 14:01:07.216824,484.76298073926665,490.0142950147203,490.15959809281395,478.63890666998645,134296
2026-01-05 14:01:07.216824,481.9411527005556,482.427558788231,488.6196114872478,474.5307978842808,150894
2026-01-06 14:01:07.216824,485.748991899739,490.12412608458817,493.37766759031916,481.70460762851565,149867
2026-01-07 14:01:07.216824,478.0609418003911,481.20046571414895,481.5804408709058,474.2112932620699,361009
2026-01-08 14:01:07.216824,465.5776996349566,464.00947955918696,472.68864505249246,461.31581015903305,264359
2026-01-09 14:01:07.216824,463.22291172035057,466.2927459709376,466.2927459709376,455.5001355752312,167087
2026-01-12 14:01:07.216824,458.5825475100179,455.4788206937187,462.98709972060806,455.4788206937187,129518
2026-01-13 14:01:07.216824,461.592061701259,461.39659754479504,468.7670010639325,458.4989805331937,183402
2026-01-14 14:01:07.216824,435.1099585764131,433.30751365110444,435.9264090502499,429.22396532808256,385012
2026-01-15 14:01:07.216824,443.8117611296221,442.23301175718444,446.16356888673204,442.23301175718444,193684
2026-01-16 14:01:07.216824,442.62628661547393,445.1548745249224,447.6812868420914,436.9238802426891,346061
2026-01-19 14:01:07.216824,460.737731224608,460.03374734817356,470.95383484244354,453.5164445752756,163492
2026-01-20 14:01:07.216824,470.4275099068254,471.8901127802638,474.36267146649067,467.1319505525308,263549
2026-01-21 14:01:07.216824,477.1377590881454,477.2215561864902,478.7137082976739,467.3870636328825,186715
2026-01-22 14:01:07.216824,483.85587028159154,483.69423279928543,484.5278418227664,481.94172604566535,465553
2026-01-23 14:01:07.216824,491.44011139462816,495.9305801995121,497.5700157697902,488.30796956437337,467444
2026-01-26 14:01:07.216824,492.57236121471306,490.5567443979589,500.57388655550494,489.6235537007175,493362
2026-01-27 14:01:07.216824,494.456202834773,496.0878029076403,497.96806158403086,485.5652272122586,449409
2026-01-28 14:01:07.216824,490.0596290278978,488.09432165451926,496.39950533875606,487.9477224936233,282833
2026-01-29 14:01:07.216824,486.7606366747477,483.67472959250614,491.2982454593897,477.9949363707162,112752
2026-01-30 14:01:07.216824,490.59822595623484,494.3988387077209,494.3988387077209,484.0243387526559,312269
2026-02-02 14:01:07.216824,497.2790902032991,495.2769041778438,499.6420191129255,494.4339259784501,425514
2026-02-03 14:01:07.216824,507.4644802113091,507.9697007024757,515.4338853236993,503.68161302405326,18817
2026-02-04 14:01:07.216824,502.8163890278048,506.6751896749467,506.7283058561773,498.43806121077034,283298
2026-02-05 14:01:07.216824,522.0610582939745,521.7070031264236,528.2903175062921,520.0595643362706,273158
2026-02-06 14:01:07.216824,533.6666908430234,536.5830966236039,536.7727494918282,524.1865686571383,232870
2026-02-09 14:01:07.216824,531.0874849244799,533.7135693609243,534.7784594928335,527.7180726094642,253408
2026-02-10 14:01:07.216824,517.8623695944536,518.1919584623423,523.1185549594238,507.0087953963612,218557
2026-02-11 14:01:07.216824,509.5604639779019,508.733324861571,517.8503593051742,501.3830811909564,336310
2026-02-12 14:01:07.216824,518.6554618906192,516.779833929639,523.4105730642226,509.2470214211879,141348
2026-02-13 14:01:07.216824,525.2981474072627,526.3734281301099,527.5092850862533,516.8536746823987,34619
2026-02-16 14:01:07.216824,524.2124371587694,525.408967590953,532.4257128106574,520.6761324520977,121762
2026-02-17 14:01:07.216824,523.5350093420868,520.1531157214204,527.0160893615646,516.8903104544671,433398
2026-02-18 14:01:07.216824,513.527216305998,512.5156268776554,522.8690553135793,509.57757274784007,265514
2026-02-19 14:01:07.216824,512.5284981745148,514.1330207312299,514.1330207312299,508.8550933270912,434281
2026-02-20 14:01:07.216824,509.2056120105742,503.77971173353,516.5003386600596,503.77971173353,13366
2026-02-23 14:01:07.216824,510.8907601244407,512.6199281638153,514.7773048144494,505.254765126525,91666
2026-02-24 14:01:07.216824,494.0018844378408,499.1357119268106,499.1357119268106,488.0029463733988,241613
2026-02-25 14:01:07.216824,517.6533558593158,520.6986952174929,522.7117379209803,510.61446122540747,406903
2026-02-26 14:01:07.216824,513.575428900155,518.2158009392082,519.1065290558075,509.8859447775427,392723
